timestamp,symbol,direction,signal_type,session,price,rsi,macd,macd_signal_line,volume_surge_ratio,confluence_score,risk_reward_ratio,trend_component,confirmation_count,confirmation_macd,confirmation_rsi,confirmation_volume,confirmation_contract
2025-08-15 18:04:00+00:00,GOOGL,bullish,rsi_oversold_volume_surge,regular,205.545,51.40325523986053,-0.21961214941077856,-0.1747939993311659,5.601253501069143,1,,,,,,,
2025-08-18 13:41:00+00:00,AMD,bearish,macd_bearish_cross,regular,177.4236,56.91939592055134,0.38333594544374705,0.3946245866290899,,0,2.2767644390726898,,,,,,
2025-08-18 14:13:00+00:00,TSLA,bearish,macd_bearish_cross,regular,331.9,47.75549827775933,0.2526744115659767,0.29799994979183386,1.1855054717244597,0,5.111975854510087,,,,,,
2025-08-19 13:44:00+00:00,AMD,bullish,macd_bullish_cross,regular,170.48,36.38845138499645,-0.750140502388291,-0.7859058705943716,,0,10.099657386570648,,,,,,
2025-08-20 13:36:00+00:00,AMD,bearish,macd_bearish_cross,regular,164.56,49.8263075341229,0.06830469151708485,0.07825422817331969,,0,0.6069397817315325,,,,,,
2025-08-20 13:40:00+00:00,TSLA,bearish,macd_bearish_cross,regular,328.68,47.754082516770886,0.3771045476242989,0.3775300229307081,,0,3.102020528648763,,,,,,
2025-08-20 13:41:00+00:00,STX,bullish,macd_bullish_cross,regular,157.53,54.89764030934174,-0.1967717482027922,-0.261897274249275,,0,1.188866799204751,,,,,,
2025-08-20 13:47:00+00:00,STX,bearish,macd_bearish_cross,regular,155.43,38.105897853312676,-0.19516198463387013,-0.1359670044932662,,0,,,,,,,
2025-08-20 14:00:00+00:00,NVDA,bullish,macd_bullish_cross,regular,171.2,37.925828296799274,-0.8905887640513299,-0.9155696217397427,1.1106386325503357,0,10.346089643833464,,,,,,
2025-08-20 14:00:00+00:00,TSLA,bullish,macd_bullish_cross,regular,322.2,38.89633445515651,-1.771361224277598,-1.7883217709155435,0.9755201931114327,0,8.575577232022331,,,,,,
2025-08-20 14:08:00+00:00,AMD,bearish,macd_bearish_cross,regular,159.72,27.214053105565107,-0.6097219971628647,-0.5677511976475079,1.7120390051459855,0,,,,,,,
2025-08-20 14:08:00+00:00,NVDA,bearish,macd_bearish_cross,regular,168.84,26.262524843779357,-0.7541508368587699,-0.7115542352478266,3.1563312402640387,1,,,,,,,
2025-08-20 14:08:00+00:00,TSLA,bearish,macd_bearish_cross,regular,318.4262,24.401133626776062,-1.5593711041666438,-1.505358312361252,1.0358424129683763,0,,,,,,,
2025-08-20 14:13:00+00:00,NVDA,bullish,macd_bullish_cross,regular,170.2692,42.943150384342935,-0.6845861438083034,-0.7268705184410859,0.6599735532791614,0,10.085196621777506,,,,,,
2025-08-20 14:16:00+00:00,TSLA,bearish,macd_bearish_cross,regular,317.04,26.797215092305116,-1.5775394135914667,-1.54119547303221,1.7115571018020552,0,,,,,,,
2025-08-20 14:39:00+00:00,TSLA,bearish,macd_bearish_cross,regular,316.29,30.423109408530845,-0.7415722162050997,-0.7391772055827517,2.096842777015,1,,,,,,,
2025-08-21 13:30:00+00:00,STX,bullish,macd_bullish_cross,regular,158.37,53.47096357404676,0.114943642181629,0.10702753024829356,,0,0.5502512562813857,,,,,,
2025-08-21 13:31:00+00:00,AMD,bearish,macd_bearish_cross,regular,164.255,40.80969404417156,-0.0075871490683994125,0.048936561450730325,,0,6.565656848286838,,,,,,
2025-08-21 13:31:00+00:00,STX,bearish,macd_bearish_cross,regular,158.03,50.72628826816483,0.10433141201099261,0.10648831566119878,,0,3.8033783509925345,,,,,,
2025-08-21 13:41:00+00:00,STX,bullish,macd_bullish_cross,regular,158.5525,54.349554377077396,0.12351430005790576,0.11611019413783466,,0,0.48228228228226105,,,,,,
2025-08-21 13:44:00+00:00,NVDA,bearish,macd_bearish_cross,regular,175.89,56.45522370126286,0.45923471504892177,0.48309930861427963,,0,7.50994322255357,,,,,,
2025-08-21 13:44:00+00:00,STX,bearish,macd_bearish_cross,regular,158.08,49.072112097004805,0.12277773142318438,0.12373074732722017,,0,4.502194765365843,,,,,,
2025-08-21 13:58:00+00:00,STX,bearish,macd_bearish_cross,regular,158.07,46.31048170179573,0.08034219743367998,0.10551326717030399,1.0723363053213377,0,5.952855650316608,,,,,,
2025-08-22 08:00:00+00:00,NVDA,bearish,macd_bearish_cross,pre_market,172.31,4.952901920301263,-0.221391450639004,-0.06998818300440876,,0,,,,,,,
2025-08-22 13:30:00+00:00,STX,bullish,macd_bullish_cross,regular,155.412,60.44464677110988,0.10629722018285293,0.05586486769481548,,0,0.8408297789840853,,,,,,
2025-08-22 13:52:00+00:00,AMD,bearish,macd_bearish_cross,regular,163.85,61.698479790442796,0.4307326092204562,0.43088377478972795,0.7841132443817023,0,3.044801975518772,,,,,,
