cost_bps,trades,win_rate,profit_factor,expectancy_r,total_r,max_drawdown_r
0,3,0.6666666666666666,12.08990926508383,3.6966364216946097,11.08990926508383,-1.0
5,3,0.6666666666666666,10.74267009641923,3.5943888909258477,10.783166672777543,-1.1067978866225523
10,3,0.6666666666666666,9.632548259835936,3.4921413601570914,10.476424080471276,-1.2135957732451046
20,3,0.6666666666666666,7.910732424189378,3.2876462986195825,9.862938895858747,-1.4271915464901914
