family,hypothesis,direction,threshold_band,horizon_label,symbol,decision_day,mfe_R,mae_R,trading_day
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-06-24,1.3559862806093985,2.7837600701922383,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-07-07,6.040687426556988,1.1310223266744948,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-07-08,5.596959858323499,0.398465171192438,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-07-09,4.958769779362611,1.3594829507465893,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-07-16,7.3611615245009085,2.0762250453720608,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GILD,2026-07-17,4.967232648197797,0.9085492999702106,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-06-05,5.153622870912972,1.8894791609617112,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-06-08,5.647116510937362,1.6072352829006604,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-06-16,7.836098882492384,0.8682695563833346,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-07-01,2.366584165299366,3.773742317639548,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-07-15,8.48502721106672,0.605881879842361,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-07-29,1.1549970077797767,15.04488330341114,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-07-31,3.219805772124207,5.1784981534673795,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-08-03,4.050598476605017,4.591947769314471,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,GOOGL,2026-08-04,10.421557885949808,0.2973861324150997,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-05-20,0.31202679759556134,8.252649933464868,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-05-26,2.348160821214717,2.6261762189905844,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-06-11,0.7562378300049882,6.280849522256928,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-06-16,4.252733900364524,1.848637389342124,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-06-17,5.015282620861856,2.186921520513157,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-06-25,4.4438635472487205,9.789569990850868,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-06-26,8.874485853172125,4.698990402592548,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-20,1.0356782375916151,9.83016632290341,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-21,0.4904069517336379,8.405747225329085,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-22,0.1302521008403371,5.882352941176471,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-23,3.8600186317793237,2.0697476609016214,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-24,2.920245398773001,3.067484662576687,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,HON,2026-07-27,4.97998398718975,0.8807045636509161,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-05-20,2.9250300223022787,7.754331789329222,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-05-21,5.587892898719439,5.305172127058037,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-05-22,12.912076661615956,3.722511159343136,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-10,2.6499295278365067,16.816420014094447,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-11,1.7966621253405988,15.361035422343315,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-12,10.41779287975906,9.236234458259307,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-15,7.277886575276771,13.065025378681895,
