family,hypothesis,direction,threshold_band,horizon_label,segment,n_trades,n_symbols,n_days,gross_expectancy_pct,net_expectancy_10bps_pct,profit_factor_10bps,friction_absorption_ratio,weaker_cluster_interpretation,top1_symbol_share,top3_symbol_share,top1_day_share,bootstrap_ci_low_by_symbol,bootstrap_ci_high_by_symbol,bootstrap_ci_low_by_day,bootstrap_ci_high_by_day
FAMILY_B_MULTIDAY,MOMENTUM,SHORT,tight,3D,MIDDLE,123,30,41,-0.15562959821942898,-0.25562959821942893,0.8728322214297407,1.5562959821942897,by_day,0.12266763963457723,0.2802749621677284,0.08753528897600489,-1.1704871006627708,0.7496942605203377,-1.2157759990672228,0.8677859785998782
FAMILY_B_MULTIDAY,MOMENTUM,SHORT,tight,5D,EARLY,120,26,40,0.10056444325350995,0.0005644432535099498,1.0002755196833468,1.0056444325350995,by_day,0.1989884335289307,0.4314799810644048,0.11043110068371656,-1.0135443121111878,1.1611448738109986,-1.0819176163176174,1.31086618614428
FAMILY_B_MULTIDAY,MOMENTUM,SHORT,tight,5D,LATE,120,31,40,-1.3543030879311302,-1.4543030879311303,0.6082968922122871,13.543030879311301,by_day,0.1561563060572527,0.39704344232592653,0.1844732165413703,-2.8488139943063158,0.1472283594986644,-3.0467917894288727,0.43991466011150715
FAMILY_B_MULTIDAY,MOMENTUM,SHORT,tight,5D,MIDDLE,111,30,37,-0.3494604065348987,-0.44946040653489877,0.8359082757883631,3.4946040653489865,by_symbol,0.0842310778155204,0.24614859268185732,0.09868988018357887,-1.9256677790083638,1.1412765559963947,-1.8821837418768463,1.1574578881021178
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,2D,EARLY,301,35,43,-0.23476445621719053,-0.33476445621719053,0.7743531426699098,2.3476445621719053,by_day,0.14399480678792395,0.29589202923990027,0.08365341620858156,-0.6410729070286564,0.17988273487962916,-0.9604416483945377,0.4841987692045591
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,2D,LATE,301,34,43,0.030639930597551306,-0.06936006940244867,0.9618511030480691,0.30639930597551307,by_day,0.13011177967474952,0.27017444012500363,0.08755695727663015,-0.35926802166421395,0.4470356550938283,-0.888237364161241,0.9464044560665362
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,2D,MIDDLE,301,35,43,-0.09820494862929491,-0.19820494862929486,0.8655028694922126,0.9820494862929491,by_day,0.12369074807919368,0.26485467037704313,0.068955818792622,-0.47728011287867467,0.34763085845334013,-0.8528965875999202,0.5542714337888788
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,3D,EARLY,294,35,42,-0.269195131277185,-0.3691951312771848,0.7856361179998824,2.6919513127718497,by_day,0.12445880829632587,0.24860316090634413,0.07657059304684664,-0.8391134446560191,0.33404696226638425,-1.0868924231163966,0.514442357267183
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,3D,LATE,294,34,42,0.713862311379293,0.613862311379293,1.3250201301983389,7.13862311379293,by_day,0.1524013125349619,0.3036278031449819,0.1102370429907379,-0.08858076551830613,1.529521433210644,-0.35182161877740936,1.8041521490425996
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,3D,MIDDLE,287,35,41,-0.05445984629962093,-0.15445984629962078,0.91120641222173,0.5445984629962093,by_day,0.13257932905988665,0.29301346793273525,0.0807637375544538,-0.5568913397521087,0.49007677765510704,-0.8523758968312148,0.7304038977614125
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,5D,EARLY,280,35,40,-0.22271425881925222,-0.3227142588192523,0.8437147396112495,2.227142588192522,by_day,0.07872164200035658,0.20521369101223133,0.07257841958750087,-1.0312583628607086,0.6166937179748193,-1.2579105553724705,0.7997320109899161
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,5D,LATE,280,34,40,1.1414365939023778,1.0414365939023777,1.4681573650743478,11.414365939023778,by_day,0.12091983879358931,0.2694606494484264,0.10153011928811621,0.2663274506918997,2.0068023871185177,-0.07892830427136456,2.4103006413417347
FAMILY_B_MULTIDAY,REVERSAL,LONG,loose,5D,MIDDLE,259,35,37,0.1289365205685915,0.028936520568591483,1.0128107758113367,1.289365205685915,by_day,0.16400751418317225,0.34474602874180915,0.09505204698393434,-0.6844955724377503,1.1303892102354862,-0.9342529011281369,1.2667002089862134
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,2D,EARLY,129,29,43,-0.06423482514177806,-0.16423482514177803,0.8869936272992169,0.6423482514177805,by_day,0.29639014639257866,0.4923886415074665,0.11345261001804867,-0.6422777921406243,0.4640681722501022,-0.9138659859471522,0.7424196950329441
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,2D,LATE,129,31,43,0.14336435779765935,0.043364357797659445,1.0214120422064907,1.4336435779765935,by_day,0.17004009116656074,0.3545961921302688,0.08253269948246035,-0.5930298993355667,0.9628420211218434,-1.0792442417314911,1.3267390937871826
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,2D,MIDDLE,129,30,43,-0.1546535568470805,-0.25465355684708035,0.8508011892277074,1.5465355684708049,by_day,0.1746372745053437,0.3983763924468415,0.08437334460079572,-0.8115366187465938,0.6040149202697956,-1.1794791718505604,0.7493029727117508
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,3D,EARLY,126,26,42,-0.03788711014777016,-0.13788711014777008,0.9172053766185793,0.3788711014777016,by_day,0.2582378349220046,0.45934358305154716,0.08788382707784247,-0.7655067591778354,0.6259822267172305,-0.9304310942801277,0.8534925390326559
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,3D,LATE,126,31,42,0.684069318655796,0.5840693186557963,1.2645245953794961,6.84069318655796,by_day,0.2036279612325952,0.3998816974248189,0.12341849264175926,-0.5227269774414114,1.9359099488974103,-0.8079732515574125,2.194639675837283
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,3D,MIDDLE,123,30,41,0.15562959821942898,0.05562959821942907,1.0300107453170901,1.5562959821942897,by_day,0.14532074965375563,0.3880254100222813,0.1190119118802439,-0.7496942605203387,1.1704871006627706,-0.867785978599879,1.2157759990672226
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,5D,EARLY,120,26,40,-0.10056444325350995,-0.20056444325350983,0.9067899035168818,1.0056444325350995,by_day,0.1644752226807441,0.41537799269137,0.07360563050468545,-1.1611448738109986,1.0135443121111876,-1.3108661861442805,1.0819176163176172
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,5D,LATE,120,31,40,1.3543030879311302,1.2543030879311303,1.5340946930601906,13.543030879311301,by_day,0.20031188414838005,0.43312050499590127,0.11495878169800515,-0.14722835949866442,2.8488139943063158,-0.43991466011150854,3.0467917894288727
FAMILY_B_MULTIDAY,REVERSAL,LONG,tight,5D,MIDDLE,111,30,37,0.3494604065348987,0.24946040653489893,1.1043271313814902,3.4946040653489865,by_day,0.18051738312586058,0.4844346740090243,0.13785844631379351,-1.141276555996395,1.9256677790083634,-1.1574578881021182,1.8821837418768463
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,2D,EARLY,344,35,43,-0.019449274439433322,-0.11944927443943323,0.895524581068241,0.1944927443943332,by_day,0.08833234084485814,0.2472582836927736,0.11777824744921696,-0.2645695012076115,0.2644208794885547,-0.5623180590310947,0.5527056858815543
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,2D,LATE,344,35,43,0.16177060385645034,0.06177060385645034,1.0375785668919106,1.6177060385645032,by_day,0.08232010591794768,0.24306862774181331,0.09742936293106552,-0.2549105448018237,0.6004297505882602,-0.6485469587633323,0.9950374248131494
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,2D,MIDDLE,344,34,43,0.4035448525332978,0.30354485253329805,1.1879001816141492,4.035448525332978,by_day,0.16133964005043352,0.3893485640056241,0.15149451394330798,-0.3105955395145875,1.3015989354263517,-0.46561144374359115,1.4022763659994697
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,3D,EARLY,336,35,42,0.05887412526085952,-0.041125874739140415,0.9700349233877754,0.5887412526085952,by_day,0.0972094023205778,0.25997999216771617,0.08342770009483591,-0.33086183763654803,0.5006114971908379,-0.6132594854344626,0.7490064314075557
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,3D,LATE,336,35,42,0.8781851473548343,0.7781851473548345,1.4738739343928502,8.781851473548343,by_day,0.08959145055185887,0.25489707964835906,0.10503210014682887,0.1757607882054423,1.6026177113168107,-0.07295885896723497,1.9248254099222886
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,3D,MIDDLE,328,34,41,0.8908092183593739,0.790809218359374,1.3979317162613685,8.908092183593737,by_symbol,0.20920240460573045,0.48544511338830915,0.11838505342991991,-0.5386835161737646,2.7382170004569573,-0.31417659321069014,2.2636837628578834
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,EARLY,320,35,40,0.02220540324735971,-0.07779459675264011,0.9586364614047452,0.2220540324735971,by_day,0.09711911590825721,0.2475116848799781,0.11016634068284407,-0.6168349043782939,0.7215902761477273,-0.9782414882010506,1.1246947477692026
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,LATE,320,35,40,1.026965985329729,0.9269659853297292,1.394156193766877,10.26965985329729,by_day,0.09671418700519993,0.2639467504015263,0.10803655322693195,0.11163991265785402,2.051327399101814,-0.43130622321321743,2.544556443950444
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,MIDDLE,296,34,37,1.4145566000362082,1.3145566000362081,1.477364142834232,14.14556600036208,by_symbol,0.30193677045315015,0.5129865972390517,0.10241459275203015,-0.7696150207378482,4.582688544226275,-0.5832171171649161,3.4227359303272404
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,2D,EARLY,172,34,43,0.06320347309628382,-0.03679652690371627,0.968718231281227,0.6320347309628382,by_day,0.15281505402524392,0.36141880090034945,0.1296695570735744,-0.4602988996341668,0.59762791948191,-0.5977041815962082,0.7774915123487022
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,2D,LATE,172,31,43,0.3938777560349367,0.2938777560349367,1.1910496403066793,3.938777560349367,by_day,0.09387797390374755,0.26708591210164045,0.09640644407050383,-0.27740423310235773,1.1405466985693147,-0.45312820395452563,1.2882308891323093
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,2D,MIDDLE,172,31,43,0.3114661718282316,0.21146617182823177,1.1201171113412538,3.1146617182823157,by_day,0.2940624317136919,0.48330169880642776,0.2544344896607862,-0.6013082456228622,1.9760622503374772,-0.7209990048630177,1.545827252756268
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,3D,EARLY,168,34,42,0.24041433305468132,0.14041433305468126,1.1028739868849498,2.404143330546813,by_day,0.17237519964105025,0.3749135987315644,0.10884677884281131,-0.4190561816764575,0.9489635359711444,-0.5584176986572701,1.0979709566502434
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,3D,LATE,168,31,42,1.2875596123261854,1.1875596123261856,1.85212803510872,12.875596123261854,by_day,0.13707028926741974,0.31931747330519067,0.10429431731435121,0.28640219808507555,2.321273423336126,0.2511765440753222,2.3837562393897866
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,3D,MIDDLE,164,31,41,0.5057868490330389,0.40578684903303947,1.169322905025025,5.057868490330389,by_day,0.20068965231863606,0.4960787954552626,0.2120469246106356,-0.9590361589942789,2.769265679629789,-1.0782913839436699,2.416922451730357
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,5D,EARLY,160,34,40,-0.04804214874939037,-0.1480421487493902,0.9267372612804244,0.4804214874939037,by_day,0.17526116619839974,0.3997803802379498,0.13593946152808778,-0.9414232382223642,0.9959257367998068,-1.249674371248226,1.21436623976015
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,5D,LATE,160,31,40,1.2274064991397335,1.1274064991397337,1.4759693510379497,12.274064991397335,by_day,0.15977330995089764,0.3730416769941539,0.14077256375862837,-0.1912627127641819,2.733886918624114,-0.6533941725062435,3.1944144025401577
FAMILY_B_MULTIDAY,REVERSAL,SHORT,tight,5D,MIDDLE,148,31,37,1.0812550816953632,0.9812550816953634,1.323226074081122,10.812550816953632,by_day,0.30073844065498906,0.555970466073675,0.17936780970643212,-1.1349619676277207,4.64487074911685,-1.2017243210248743,3.6868237583929617
