cost_R_bucket,N,gross_total_R,gross_expectancy,gross_PF,net_total_R_5bps,net_expectancy_5bps,net_PF_5bps,win_rate,mean_cost_R,median_cost_R,RSI_N,MACD_N,MA_N
<0.20R,98,9.886049560722425,0.10087805674206556,1.2695077512302098,-0.44188006387651113,-0.004508980243637869,0.9895969320553388,0.47959183673469385,0.10538703698570344,0.09692108036360819,46,52,0
0.20-0.35R,43,10.975213732727415,0.2552375286680794,1.3540391526686264,-0.8762427598619154,-0.02037773860143989,0.977901496588322,0.27906976744186046,0.27561526726951935,0.2850098601680906,23,20,0
0.35-0.50R,33,-12.817278267667369,-0.38840237174749603,0.5422400618690225,-26.748511454138708,-0.8105609531557184,0.3313786630731075,0.15151515151515152,0.42215858140822243,0.4232720783934266,14,19,0
0.50-0.75R,29,-14.75854127184738,-0.5089152162705993,0.409658349126105,-32.296975945914895,-1.1136888257212032,0.19404439737214874,0.13793103448275862,0.6047736094506039,0.5782736211285326,9,20,0
0.75-1.00R,13,15.783241520950673,1.2140955016115902,2.753693502327853,4.569864427981865,0.35152803292168194,1.2638623477963158,0.3076923076923077,0.8625674686899083,0.8541438929602572,5,8,0
1.00-2.00R,10,13.907096105483735,1.3907096105483734,2.738387013185467,0.846102383688331,0.08461023836883311,1.0456556388987965,0.2,1.3060993721795404,1.2395246893558698,3,7,0
>2.00R,2,-2.0,-1.0,0.0,-18.95370348706572,-9.47685174353286,0.0,0.0,8.47685174353286,8.47685174353286,0,2,0
