family,direction,n_trades,n_symbols,n_days,gross_expectancy_pct,net_expectancy_10bps_pct,profit_factor_10bps,friction_absorption_ratio,weaker_cluster_interpretation,top1_symbol_share,top3_symbol_share,top1_day_share
FAMILY_A_AVWAP,LONG,25611,35,149,-0.00534913916390428,-0.10534913916390429,0.6713836033002756,0.0534913916390428,by_day,0.05311200607521419,0.14817273097163283,0.030473577035994005
FAMILY_A_AVWAP,SHORT,25611,35,149,0.00534913916390428,-0.09465086083609572,0.7005132100084202,0.0534913916390428,by_day,0.0468164863868028,0.13784938280777584,0.05170987750935127
FAMILY_B_GAP,LONG,6836,35,132,-0.1271919089562045,-0.22719190895620442,0.8539942866346591,1.271919089562045,by_day,0.10792029438731815,0.2750556201647064,0.05558886785405256
FAMILY_B_GAP,SHORT,5503,35,115,-0.15760117901657913,-0.25760117901657914,0.8321136356894092,1.5760117901657913,by_day,0.07474050963960377,0.21256713367711955,0.07840509903664687
FAMILY_C_RESIDUAL,LONG,1240,35,26,0.19844389390116318,0.09844389390116287,1.2903912120561136,1.9844389390116317,by_day,0.09207227569361576,0.24764081650508024,0.18917451365349094
FAMILY_C_RESIDUAL,SHORT,1172,35,26,-0.10473096446331508,-0.2047309644633153,0.57953738896299,1.0473096446331507,by_day,0.11968298337932594,0.2948614663453763,0.1718892321240668
FAMILY_D_BREAK,LONG,10008,35,145,-0.06102193223999722,-0.16102193223999722,0.6649968610239779,0.6102193223999721,by_day,0.05074547399050252,0.13466045216564887,0.025692087142107075
FAMILY_D_BREAK,SHORT,10755,35,145,0.03684675852803624,-0.06315324147196377,0.8526935718638109,0.3684675852803624,by_day,0.05650190571244872,0.1607487479222576,0.030177943585064704
