family,n,best_gross_R,worst_gross_R,base_total_R_0bps,base_total_R_5bps,top1_share_positive_R,total_R_0bps_after_remove_top1_gross_winners,expectancy_R_0bps_after_remove_top1_gross_winners,total_R_5bps_after_remove_top1_gross_winners,top3_share_positive_R,total_R_0bps_after_remove_top3_gross_winners,expectancy_R_0bps_after_remove_top3_gross_winners,total_R_5bps_after_remove_top3_gross_winners,top5_share_positive_R,total_R_0bps_after_remove_top5_gross_winners,expectancy_R_0bps_after_remove_top5_gross_winners,total_R_5bps_after_remove_top5_gross_winners,total_R_0bps_after_remove_worst1,expectancy_R_0bps_after_remove_worst1,total_R_0bps_after_remove_worst3,expectancy_R_0bps_after_remove_worst3,total_R_0bps_after_remove_worst5,expectancy_R_0bps_after_remove_worst5,total_R_5bps_after_remove_worst1,expectancy_R_5bps_after_remove_worst1,total_R_5bps_after_remove_worst3,expectancy_R_5bps_after_remove_worst3,total_R_5bps_after_remove_worst5,expectancy_R_5bps_after_remove_worst5
RSI,56,13.439597315440796,-1.0,34.778512286931694,15.846314187535532,0.18723705587149186,21.338914971490897,0.3879802722089254,3.268195060014489,0.44176145820764673,3.069532031081261,0.05791569869964643,-13.737727914431284,0.6080483458375626,-8.866293375818291,-0.17384888972192727,-25.245588775174898,35.778512286931694,0.6505184052169399,37.778512286931694,0.7128021186213527,39.778512286931694,0.7799708291555234,18.165917635811816,0.33028941156021485,21.84539945399335,0.4121773481885537,25.278351351582756,0.49565394807025015
MACD,67,6.370084062905628,-1.0,-13.267567952438135,-53.14511799754909,0.21090085558176389,-19.637652015343765,-0.2975401820506631,-59.21026710362131,0.49638432623833323,-28.260441627249183,-0.4415694004257685,-66.60353446574558,0.6382585047710314,-32.54563260533222,-0.5249295581505197,-70.09527812217763,-12.267567952438137,-0.18587224170360814,-10.267567952438137,-0.1604307492568459,-8.267567952438133,-0.13334787020061506,-37.22395133078403,-0.5639992625876369,-31.98009098107095,-0.4996889215792336,-27.847871058405957,-0.4491592106194509
