family,trades,mean_cost_R_5bps,median_cost_R_5bps,p75_cost_R_5bps,max_cost_R_5bps,median_risk_pct_entry,total_cost_R_5bps
RSI,56,0.33807496606064574,0.23472303678881412,0.44873188698240873,1.3196034482762864,0.4305968398609795,18.93219809939616
MACD,67,0.5951873141061337,0.3029459459459772,0.5145534793586316,14.921166666765059,0.33140025926977373,39.87755004511096
