family,trades,pct_original_family_sample,total_R_0bps,expectancy_R_0bps,pf_0bps,total_R_5bps,expectancy_R_5bps,pf_5bps
RSI,24,42.857142857142854,25.671041549098877,1.0696267312124532,2.833645824935634,18.184305133718897,0.7576793805716208,1.9814108423563657
MACD,36,53.73134328358209,-11.377253913254757,-0.31603483092374324,0.5560957147887131,-38.299161624013585,-1.063865600667044,0.25165014524694396
