trade_id,symbol,direction,signal_type,session,signal_timestamp,entry_timestamp,entry_price,stop_price,target_price,atr,risk_reward_ratio,screening_rr,execution_rr,confluence_score,opportunity_score,volume_surge_ratio,trend_alignment,exit_timestamp,exit_price,exit_reason,gross_R,net_R,gross_pnl,net_pnl,holding_seconds,mfe_price,mfe_pct,mfe_r,mae_price,mae_pct,mae_r,exit_signal_type,exit_signal_direction,geometry_path,fallback_reason,structural_level,structural_level_type,window,task,window_key,family,entry_ts,exit_ts,entry_date_et,entry_time_et,risk_dollars,risk_pct_entry,cost_R_5bps,net_R_5bps,entry_time_bucket,holding_bucket
STX-2025-10-31 14:04:00+00:00,STX,bullish,rsi_oversold_volume_surge,regular,2025-10-31 14:03:00+00:00,2025-10-31 14:04:00+00:00,257.49,254.66076755865177,275.9133333333333,2.3194216275654966,5.108581990757927,5.108581990757927,6.51177791689461,1,0.5823208177237919,0.7827075528562599,True,2025-10-31 14:11:00+00:00,254.66076755865177,STOP,-1.0,-1.0,-2.829232441348239,-2.829232441348239,420.0,259.625,0.8291584139189836,0.7546216312232659,254.54,-1.1456755602159374,-1.0426856262804012,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,X_early,T53,T53_X_early,RSI,2025-10-31 14:04:00+00:00,2025-10-31 14:11:00+00:00,2025-10-31,10:04:00,2.829232441348239,1.098773716007705,0.09051054980031831,-1.0905105498003183,OPEN_0930_1030,SHORT_LE_15M
MU-2025-10-31 16:15:00+00:00,MU,bullish,rsi_oversold_volume_surge,regular,2025-10-31 16:14:00+00:00,2025-10-31 16:15:00+00:00,221.905,220.73333333333335,227.39333333333337,0.5364717777556964,4.6123595505620605,4.6123595505620605,4.684210526315993,1,0.5627349403778726,0.9663350338741162,True,2025-10-31 16:19:00+00:00,220.73333333333335,STOP,-1.0,-1.0,-1.1716666666666242,-1.1716666666666242,240.0,221.96,0.0247853811315683,0.0469416785206334,220.59,-0.5925959306910604,-1.1223328591750033,,,STRUCTURAL_PRIMARY,,220.73333333333335,prior_session_S1_pivot,X_early,T53,T53_X_early,RSI,2025-10-31 16:15:00+00:00,2025-10-31 16:19:00+00:00,2025-10-31,12:15:00,1.1716666666666526,0.528003725317885,0.1888926031294475,-1.1888926031294476,MID_1030_1500,SHORT_LE_15M
AVGO-2025-10-31 15:01:00+00:00,AVGO,bullish,macd_bullish_cross,regular,2025-10-31 15:00:00+00:00,2025-10-31 15:01:00+00:00,374.6525,368.8733333333335,385.2133333333334,0.5778130398842901,1.7203107658158103,1.7203107658158103,1.827397260274037,1,0.4415567842611553,3.5835735822770007,True,2025-10-31 16:20:00+00:00,368.8733333333335,STOP,-1.0,-1.0,-5.779166666666527,-5.779166666666527,4740.0,376.38,0.4610939470576122,0.2989185291997224,368.87,-1.5434302453606932,-1.0005767844268396,,,STRUCTURAL_PRIMARY,,368.8733333333335,prior_session_S1_pivot,X_early,T53,T53_X_early,MACD,2025-10-31 15:01:00+00:00,2025-10-31 16:20:00+00:00,2025-10-31,11:01:00,5.77916666666647,1.542540532004049,0.0643281182408097,-1.0643281182408098,MID_1030_1500,LONG_GT_60M
LRCX-2025-10-31 16:25:00+00:00,LRCX,bullish,rsi_oversold_volume_surge,regular,2025-10-31 16:24:00+00:00,2025-10-31 16:25:00+00:00,158.395,158.03181213754172,164.0666666666666,0.2387919083055195,15.84829432160906,15.84829432160906,15.61634419244382,1,0.5841291355029258,0.8731234418129594,True,2025-10-31 16:26:00+00:00,158.03181213754172,STOP,-1.0,-1.0,-0.3631878624582896,-0.3631878624582896,60.0,158.395,0.0,0.0,158.03,-0.2304365668108267,-1.0049895322201954,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,X_early,T53,T53_X_early,RSI,2025-10-31 16:25:00+00:00,2025-10-31 16:26:00+00:00,2025-10-31,12:25:00,0.3631878624582896,0.22929250447191488,0.43562415604387367,-1.4356241560438736,MID_1030_1500,SHORT_LE_15M
STX-2025-10-31 18:44:00+00:00,STX,bullish,macd_bullish_cross,regular,2025-10-31 18:43:00+00:00,2025-10-31 18:44:00+00:00,258.35,257.631958754612,275.9133333333333,0.4753608302586565,24.638593415130124,24.638593415130124,24.460061933966724,1,0.6167924659899531,2.50628996616432,True,2025-10-31 18:45:00+00:00,257.631958754612,STOP,-1.0,-1.0,-0.7180412453880081,-0.7180412453880081,60.0,258.41,0.0232243081091551,0.0835606594821444,257.49,-0.3328817495645494,-1.1977027859107108,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,X_early,T53,T53_X_early,MACD,2025-10-31 18:44:00+00:00,2025-10-31 18:45:00+00:00,2025-10-31,14:44:00,0.7180412453880081,0.2779335186328655,0.3592982729535201,-1.3592982729535201,MID_1030_1500,SHORT_LE_15M
AMAT-2025-10-31 17:10:00+00:00,AMAT,bullish,macd_bullish_cross,regular,2025-10-31 17:09:00+00:00,2025-10-31 17:10:00+00:00,231.08,228.92000000000007,239.3400000000001,0.3124512239203768,3.7579908675800313,3.7579908675800313,3.8240740740742023,1,0.5613753376804469,3.46146094794892,True,2025-10-31 19:50:00+00:00,234.455,END_OF_SESSION,1.5625000000000435,1.5625000000000435,3.375,3.375,9600.0,234.6825,1.5589839016790683,1.6678240740741168,230.45,-0.272632854422721,-0.2916666666666858,,,STRUCTURAL_PRIMARY,,228.92000000000007,prior_session_S1_pivot,X_early,T53,T53_X_early,MACD,2025-10-31 17:10:00+00:00,2025-10-31 19:50:00+00:00,2025-10-31,13:10:00,2.1599999999999397,0.9347412151635535,0.10776273148148449,1.4547372685185591,MID_1030_1500,LONG_GT_60M
REGN-2025-10-31 19:02:00+00:00,REGN,bullish,macd_bullish_cross,regular,2025-10-31 19:01:00+00:00,2025-10-31 19:02:00+00:00,650.7,643.9833333333333,664.0683333333334,0.328315855125492,1.8727056019070345,1.8727056019070345,1.9903225806451528,1,0.4384298124976878,2.9700404858299594,True,2025-10-31 19:50:00+00:00,652.29,END_OF_SESSION,0.2367245657568105,0.2367245657568105,1.589999999999918,1.589999999999918,2880.0,653.06,0.3626863377900568,0.3513647642679736,649.27,-0.2197633317965366,-0.2129032258064601,,,STRUCTURAL_PRIMARY,,643.9833333333333,prior_session_S1_pivot,X_early,T53,T53_X_early,MACD,2025-10-31 19:02:00+00:00,2025-10-31 19:50:00+00:00,2025-10-31,15:02:00,6.716666666666697,1.0322217099533881,0.09699677419354794,0.13972779156326257,CLOSE_1500_ONWARD,MEDIUM_15_60M
AMD-2026-03-24 14:52:00+00:00,AMD,bullish,macd_bullish_cross,regular,2026-03-24 14:51:00+00:00,2026-03-24 14:52:00+00:00,202.39,199.8503333333334,207.2493333333334,0.6017040667463516,1.9248912900251136,1.9248912900251136,1.9133744585904533,1,0.4370852544330046,2.746255518241557,True,2026-03-24 16:54:00+00:00,202.525,SIGNAL_EXIT,0.0531565822286481,0.0531565822286481,0.1350000000000193,0.1350000000000193,7320.0,205.13,1.3538218291417607,1.0788817430109297,201.1799,-0.5979050348337284,-0.4764798529990887,macd_bearish_cross,bearish,STRUCTURAL_PRIMARY,,199.8503333333334,prior_session_S1_pivot,Y_middle,T53,T53_Y_middle,MACD,2026-03-24 14:52:00+00:00,2026-03-24 16:54:00+00:00,2026-03-24,10:52:00,2.539666666666591,1.2548380190061719,0.07971813886337029,-0.026561556634722185,MID_1030_1500,LONG_GT_60M
AMD-2026-03-24 17:14:00+00:00,AMD,bullish,rsi_oversold_volume_surge,regular,2026-03-24 17:13:00+00:00,2026-03-24 17:14:00+00:00,200.68,199.8503333333334,207.2493333333334,0.4754588414649204,7.178703021371275,7.178703021371275,7.918039373242863,1,0.61250910026891,2.29212168011217,True,2026-03-24 19:50:00+00:00,204.7225,END_OF_SESSION,4.872438730414133,4.872438730414133,4.04249999999999,4.04249999999999,9360.0,206.43,2.865258122383895,6.930494174367679,200.21,-0.2342037073948569,-0.5664925672961393,,,STRUCTURAL_PRIMARY,,199.8503333333334,prior_session_S1_pivot,Y_middle,T53,T53_Y_middle,RSI,2026-03-24 17:14:00+00:00,2026-03-24 19:50:00+00:00,2026-03-24,13:14:00,0.8296666666666113,0.4134276792239442,0.24431649256731242,4.62812223784682,MID_1030_1500,LONG_GT_60M
LRCX-2026-03-25 17:59:00+00:00,LRCX,bullish,macd_bullish_cross,regular,2026-03-25 17:58:00+00:00,2026-03-25 17:59:00+00:00,233.72,232.2233333333333,243.4333333333333,0.4201427409461228,5.725999999999928,5.725999999999928,6.489977728284926,1,0.6140764519672337,2.370489265028352,True,2026-03-25 19:36:00+00:00,232.2233333333333,STOP,-1.0,-1.0,-1.496666666666698,-1.496666666666698,5820.0,236.1,1.018312510696558,1.590200445434262,232.17,-0.6631867191511259,-1.0356347438752642,,,STRUCTURAL_PRIMARY,,232.2233333333333,prior_session_S1_pivot,Y_middle,T53,T53_Y_middle,MACD,2026-03-25 17:59:00+00:00,2026-03-25 19:36:00+00:00,2026-03-25,13:59:00,1.4966666666666981,0.6403673911803431,0.15566035634743547,-1.1556603563474355,MID_1030_1500,LONG_GT_60M
ADI-2026-03-26 15:47:00+00:00,ADI,bullish,macd_bullish_cross,regular,2026-03-26 15:46:00+00:00,2026-03-26 15:47:00+00:00,319.41,319.0399999999999,326.5999999999999,0.2825165448516074,17.899999999995707,17.899999999995707,19.43243243242591,1,0.6188375336511952,2.608543349226428,True,2026-03-26 15:57:00+00:00,319.0399999999999,STOP,-1.0,-1.0,-0.3700000000001182,-0.3700000000001182,600.0,320.19,0.2442002442002356,2.108108108107361,319.02,-0.1221001221001356,-1.054054054053834,,,STRUCTURAL_PRIMARY,,319.0399999999999,prior_session_S1_pivot,Y_middle,T53,T53_Y_middle,MACD,2026-03-26 15:47:00+00:00,2026-03-26 15:57:00+00:00,2026-03-26,11:47:00,0.37000000000011823,0.11583857737707594,0.8627702702699945,-1.8627702702699946,MID_1030_1500,SHORT_LE_15M
AMD-2026-03-26 15:28:00+00:00,AMD,bullish,rsi_oversold_volume_surge,regular,2026-03-26 15:27:00+00:00,2026-03-26 15:28:00+00:00,207.035,206.35598122124543,223.9333333333334,0.442679185836369,25.47116719357904,25.47116719357904,24.886400585751744,1,0.5911487359221026,1.2241034627718002,True,2026-03-26 16:27:00+00:00,206.35598122124543,STOP,-1.0,-1.0,-0.6790187787545392,-0.6790187787545392,3540.0,209.3,1.0940179196754245,3.335695669793541,206.13,-0.4371241577511054,-1.3328055545974122,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Y_middle,T53,T53_Y_middle,RSI,2026-03-26 15:28:00+00:00,2026-03-26 16:27:00+00:00,2026-03-26,11:28:00,0.6790187787545676,0.3279729411715737,0.3044032022055948,-1.3044032022055947,MID_1030_1500,MEDIUM_15_60M
ADI-2026-03-26 18:02:00+00:00,ADI,bullish,macd_bullish_cross,regular,2026-03-26 18:01:00+00:00,2026-03-26 18:02:00+00:00,315.89,315.5583234484168,326.5999999999999,0.2411177010555272,29.52914683920422,29.52914683920422,32.29049490799324,1,0.6218328266955192,2.7583080014426296,True,2026-03-26 19:07:00+00:00,315.5583234484168,STOP,-1.0,-1.0,-0.3316765515832571,-0.3316765515832571,3900.0,316.52,0.1994365127101191,1.899440876940779,315.115,-0.2453385672227602,-2.336613777189002,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Y_middle,T53,T53_Y_middle,MACD,2026-03-26 18:02:00+00:00,2026-03-26 19:07:00+00:00,2026-03-26,14:02:00,0.3316765515832003,0.10499748380233635,0.9519037755824281,-1.9519037755824282,MID_1030_1500,LONG_GT_60M
CSCO-2026-03-27 17:33:00+00:00,CSCO,bullish,macd_bullish_cross,regular,2026-03-27 17:32:00+00:00,2026-03-27 17:33:00+00:00,80.035,79.9379964616693,82.90333333333334,0.0646690255538015,29.569368114747064,29.569368114747064,29.569368114747064,1,0.6272006144425938,3.026697388796356,True,2026-03-27 17:42:00+00:00,79.9379964616693,STOP,-1.0,-1.0,-0.0970035383306964,-0.0970035383306964,540.0,80.155,0.1499344036983876,1.2370682767355403,79.915,-0.1499344036983699,-1.2370682767353938,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Y_middle,T53,T53_Y_middle,MACD,2026-03-27 17:33:00+00:00,2026-03-27 17:42:00+00:00,2026-03-27,13:33:00,0.09700353833069641,0.12120139730205089,0.8245729960710434,-1.8245729960710433,MID_1030_1500,SHORT_LE_15M
ADBE-2026-06-03 13:52:00+00:00,ADBE,bullish,rsi_oversold_volume_surge,regular,2026-06-03 13:51:00+00:00,2026-06-03 13:52:00+00:00,253.86,252.63723223839023,269.40333333333325,0.8418451744065027,12.277264121448509,12.277264121448509,12.71159889991753,1,0.5966150939324159,1.4974213632874616,True,2026-06-03 13:57:00+00:00,252.63723223839023,STOP,-1.0,-1.0,-1.2227677616097594,-1.2227677616097594,300.0,254.3,0.1733238793035522,0.3598393855434517,252.34,-0.5987552194122785,-1.2430815136955755,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Z_late,T53,T53_Z_late,RSI,2026-06-03 13:52:00+00:00,2026-06-03 13:57:00+00:00,2026-06-03,09:52:00,1.2227677616097878,0.4816701180216607,0.20711096912286142,-1.2071109691228614,OPEN_0930_1030,SHORT_LE_15M
ADBE-2026-06-03 15:22:00+00:00,ADBE,bullish,macd_bullish_cross,regular,2026-06-03 15:21:00+00:00,2026-06-03 15:22:00+00:00,256.185,255.68779247193908,269.40333333333325,0.3680716853739364,23.84215513156571,23.84215513156571,26.585143199427822,1,0.6080466150862949,2.0689974209814146,True,2026-06-03 15:30:00+00:00,255.68779247193908,STOP,-1.0,-1.0,-0.497207528060926,-0.497207528060926,480.0,256.67,0.18931631438219,0.9754478213382632,255.385,-0.3122743330015463,-1.6089860970527827,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Z_late,T53,T53_Z_late,MACD,2026-06-03 15:22:00+00:00,2026-06-03 15:30:00+00:00,2026-06-03,11:22:00,0.49720752806092605,0.19408143648571385,0.5147476290918266,-1.5147476290918265,MID_1030_1500,SHORT_LE_15M
KLAC-2026-06-04 15:51:00+00:00,KLAC,bullish,rsi_oversold_volume_surge,regular,2026-06-04 15:50:00+00:00,2026-06-04 15:51:00+00:00,2082.51,2047.993333333333,2173.9733333333334,3.105417655734948,2.560097965335333,2.560097965335333,2.6498309995171194,1,0.4971476943591326,3.843757488617301,True,2026-06-04 16:45:00+00:00,2107.79,SIGNAL_EXIT,0.7323998068565791,0.7323998068565791,25.279999999999745,25.279999999999745,3240.0,2111.105,1.3731026501673365,0.8284403669724661,2080.45,-0.0989190928255038,-0.0596813133751923,rsi_overbought_volume_surge,bearish,STRUCTURAL_PRIMARY,,2047.993333333333,prior_session_S1_pivot,Z_late,T53,T53_Z_late,RSI,2026-06-04 15:51:00+00:00,2026-06-04 16:45:00+00:00,2026-06-04,11:51:00,34.516666666667106,1.6574550262263856,0.06069966199903352,0.6717001448575456,MID_1030_1500,MEDIUM_15_60M
ADI-2026-06-04 15:51:00+00:00,ADI,bullish,rsi_oversold_volume_surge,regular,2026-06-04 15:50:00+00:00,2026-06-04 15:51:00+00:00,424.53,424.0333333333335,445.51333333333343,0.5069313614642945,39.02484472050779,39.02484472050779,42.24832214766551,1,0.6145080671927556,2.3920700263044483,True,2026-06-04 18:16:00+00:00,431.205,SIGNAL_EXIT,13.439597315440796,13.439597315440796,6.675000000000011,6.675000000000011,8700.0,431.795,1.7113042658940578,14.62751677852851,424.13,-0.0942218453348355,-0.8053691275170044,rsi_overbought_volume_surge,bearish,STRUCTURAL_PRIMARY,,424.0333333333335,prior_session_S1_pivot,Z_late,T53,T53_Z_late,RSI,2026-06-04 15:51:00+00:00,2026-06-04 18:16:00+00:00,2026-06-04,11:51:00,0.49666666666649917,0.11699212462405464,0.8614781879197535,12.578119127521042,MID_1030_1500,LONG_GT_60M
AMAT-2026-06-04 16:10:00+00:00,AMAT,bullish,macd_bullish_cross,regular,2026-06-04 16:09:00+00:00,2026-06-04 16:10:00+00:00,496.73,489.38003333333336,510.27993333333336,0.7889934140450944,1.9353929559595424,1.9353929559595424,1.8435367053818867,1,0.4282415919246946,2.272567395022766,True,2026-06-04 18:23:00+00:00,507.78,SIGNAL_EXIT,1.5034081787218945,1.5034081787218945,11.049999999999956,11.049999999999956,7980.0,508.42,2.353391178306121,1.5904834035528517,495.905,-0.1660862037726824,-0.1122454070086548,rsi_overbought_volume_surge,bearish,STRUCTURAL_PRIMARY,,489.38003333333336,prior_session_S1_pivot,Z_late,T53,T53_Z_late,MACD,2026-06-04 16:10:00+00:00,2026-06-04 18:23:00+00:00,2026-06-04,12:10:00,7.34996666666666,1.4796703776028546,0.06833432351167132,1.4350738552102231,MID_1030_1500,LONG_GT_60M
AMD-2026-06-04 17:43:00+00:00,AMD,bullish,macd_bullish_cross,regular,2026-06-04 17:42:00+00:00,2026-06-04 17:43:00+00:00,527.16,525.8995929945173,551.0999666666668,0.8592046703218206,18.55325627882622,18.55325627882622,18.993838151113312,1,0.6106132084651883,2.197327089926083,True,2026-06-04 18:45:00+00:00,525.8995929945173,STOP,-1.0,-1.0,-1.260407005482648,-1.260407005482648,3720.0,532.19,0.954169512102604,3.9907743912244817,525.61,-0.2940283784809079,-1.2297614923255784,,,ATR_FALLBACK,STRUCTURE_NOT_BELOW_ENTRY,,,Z_late,T53,T53_Z_late,MACD,2026-06-04 17:43:00+00:00,2026-06-04 18:45:00+00:00,2026-06-04,13:43:00,1.260407005482648,0.23909382454712952,0.4177458505124973,-1.4177458505124974,MID_1030_1500,LONG_GT_60M
PANW-2026-06-04 19:07:00+00:00,PANW,bullish,macd_bullish_cross,regular,2026-06-04 19:06:00+00:00,2026-06-04 19:07:00+00:00,278.265,274.8466666666667,286.99666666666667,0.3042338960106026,2.570029382957905,2.570029382957905,2.5543637250122235,1,0.4741963373043517,2.666395383010538,True,2026-06-04 19:50:00+00:00,280.17,END_OF_SESSION,0.5572891272550127,0.5572891272550127,1.9050000000000296,1.9050000000000296,2580.0,280.72,0.8822525290640365,0.718186250609479,278.05,-0.0772644781053941,-0.0628961482203737,,,STRUCTURAL_PRIMARY,,274.8466666666667,prior_session_S1_pivot,Z_late,T53,T53_Z_late,MACD,2026-06-04 19:07:00+00:00,2026-06-04 19:50:00+00:00,2026-06-04,15:07:00,3.418333333333294,1.2284453069316277,0.081682350073136,0.47560677718187666,CLOSE_1500_ONWARD,MEDIUM_15_60M
