family,common_symbol_count,trades,pct_original_family_sample,total_R_0bps,expectancy_R_0bps,pf_0bps,total_R_5bps,expectancy_R_5bps,pf_5bps
RSI,17,53,94.64285714285714,37.778512286931694,0.7128021186213527,2.1111327143215206,19.739346518762403,0.3724405003540076,1.4225440747927347
MACD,17,62,92.53731343283582,-12.109969083274876,-0.19532208198830445,0.7099066281892542,-51.35308513196741,-0.8282755666446356,0.33486583609188286
