window_key,task,rsi_trades_0bps,rsi_total_R_0bps,rsi_expectancy_R_0bps,rsi_profit_factor_0bps,rsi_total_R_5bps,rsi_expectancy_R_5bps,macd_trades_0bps,macd_total_R_0bps,macd_expectancy_R_0bps,macd_profit_factor_0bps,macd_total_R_5bps,macd_expectancy_R_5bps,rsi_gt_macd_expectancy_0bps,rsi_gt_macd_expectancy_5bps
T53_X_early,T53,9,-7.839382123575285,-0.8710424581750317,0.020077234553089376,-10.389533006448252,-1.154392556272028,8,-1.8980296708393207,-0.2372537088549151,0.5387649039291262,-4.009549554283007,-0.5011936942853759,False,False
T53_Y_middle,T53,2,3.8724387304141326,1.9362193652070663,4.872438730414133,3.323719035641225,1.6618595178206126,5,-3.946843417771352,-0.7893686835542704,0.013289145557162025,-6.821468954905623,-1.3642937909811246,True,True
T53_Z_late,T53,6,10.171997122297375,1.695332853716229,3.5429992805743438,7.6090094766533625,1.2681682461088937,4,0.060697305976907145,0.015174326494226786,1.0303486529884536,-1.021812847212224,-0.255453211803056,True,True
T54_W1,T54,12,-4.077982997389131,-0.3398319164490942,0.5468907780678745,-9.177345713733434,-0.7647788094777862,20,-4.910533904799916,-0.2455266952399958,0.5991593374551113,-25.589051456658414,-1.2794525728329207,False,True
T54_W2,T54,6,7.944293060855479,1.3240488434759132,3.6480976869518265,6.019671565646917,1.0032785942744862,6,-3.352176723657485,-0.5586961206095808,0.2510893870050543,-5.895300566418547,-0.9825500944030913,True,True
T54_W3,T54,21,24.707148494329125,1.1765308806823394,3.058929041194094,18.460792829775713,0.8790853728464625,24,0.7793184586530293,0.03247160244387622,1.0468622863650097,-9.807934618071286,-0.40866394241963694,True,True
